name,type,L,s,apx,apy,subsystem,dtype,system,inst,device,desc
FE_ISRC1:ACC_DFT_D0700_1,DRIFT,0.01685413,69.9825679314,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_42
FE_ISRC1:ACC_DFT_D0700_2,DRIFT,0.1905,70.0862449964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_43
FE_ISRC1:ACC_DFT_D0700_3,DRIFT,0.0255,70.1942449964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_44
FE_SCS1:SOLR_D0704,SOL,0.3998,70.4068949964,0.15,0.15,SCS1,SOL_S4b,FE,D0704,SOLR,solenoid
FE_SCS1:SOLR_DFT_D0704,DRIFT,0.1251,70.6693449964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_46
FE_SCS1:TMP_D0707,PORT,0.0,70.7318949964,0.15,0.15,SCS1,TMP_M,FE,D0707,TMP,"turbo pump, 700 l/s"
FE_SCS1:TMP_DFT_D0707,DRIFT,0.11975,70.7917699964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_48
FE_SCS1:DCHV_D0709,COR,0.1905,70.9468949964,0.15,0.15,SCS1,C4,FE,D0709,DCHV,corrector magnet & bellow
FE_SCS1:DCH_D0709,HCOR,0.0,70.9468949964,0.15,0.15,SCS1,C4,FE,D0709,DCH,horiz. corrector magnet
FE_SCS1:DCV_D0709,VCOR,0.0,70.9468949964,0.15,0.15,SCS1,C4,FE,D0709,DCV,vert. corrector magnet
FE_SCS1:DCHV_DFT_D0709,DRIFT,0.13975,71.1120199964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_51
FE_SCS1:DH_D0717,BEND,1.0,71.6818949964,0.15,0.12,SCS1,BEND_D5,FE,D0717,DH,"dipole-90deg, D5-1"
FE_SCS1:TMP_D0717,PORT,0.0,72.1818949964,0.15,0.12,SCS1,TMP_M,FE,D0717,TMP,"turbo pump, 700 l/s"
FE_SCS1:TMP_DFT_D0717,DRIFT,0.06705,72.2154199964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_56
FE_SCS1:DCHV_D0723,COR,0.1905,72.3441949964,0.15,0.15,SCS1,C4,FE,D0723,DCHV,corrector magnet & bellow
FE_SCS1:DCH_D0723,HCOR,0.0,72.3441949964,0.15,0.15,SCS1,C4,FE,D0723,DCH,horiz. corrector magnet
FE_SCS1:DCV_D0723,VCOR,0.0,72.3441949964,0.15,0.15,SCS1,C4,FE,D0723,DCV,vert. corrector magnet
FE_SCS1:DCHV_DFT_D0723,DRIFT,0.08985,72.4843699964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_58
FE_SCS1:QHE_D0726,EQUAD,0.2052,72.6318949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0726,QE,ES_quad_X
FE_SCS1:QE_DFT_D0726,DRIFT,0.1298,72.7993949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_60
FE_SCS1:QVE_D0730,EQUAD,0.2052,72.9668949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0730,QE,ES_quad_Y
FE_SCS1:QE_DFT_D0730,DRIFT,0.1298,73.1343949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_62
FE_SCS1:QHE_D0733,EQUAD,0.2052,73.3018949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0733,QE,ES_quad_X
FE_SCS1:QE_DFT_D0733,DRIFT,0.22561198,73.5173009864,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+box
FE_SCS1:SLT_D0736,SLT,0.0,73.6301069764,0.15,0.15,SCS1,None,FE,D0736,SLT,four jaw collimator
FE_SCS1:SLT_DFT_D0736,DRIFT,0.021,73.6406069764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_66
FE_SCS1:TMP_D0737,PORT,0.0,73.6511069764,0.15,0.15,SCS1,TMP_M,FE,D0737,TMP,"turbo pump, 700 l/s"
FE_SCS1:TMP_DFT_D0737,DRIFT,0.11811,73.7101619764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,box
FE_SCS1:FC_D0738,FC,0.0,73.7692169764,0.15,0.15,SCS1,FC2,FE,D0738,FC,Faraday cup
FE_SCS1:FC_DFT_D0738,DRIFT,0.18034,73.8593869764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_70
FE_SCS1:VD_D0739,VD,0.0,73.9495569764,0.15,0.15,SCS1,V1,FE,D0739,VD,viewer
FE_SCS1:EMS_D0739,EMS,0.0,73.9495569764,0.15,0.15,SCS1,EM1,FE,D0739,EMS,emittance scanner (x & y)
FE_SCS1:EMS_DFT_D0739,DRIFT,0.20973802,74.0544259864,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+box
FE_SCS1:QHE_D0743,EQUAD,0.2052,74.2618949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0743,QE,ES_quad_X
FE_SCS1:QE_DFT_D0743,DRIFT,0.1298,74.4293949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_75
FE_SCS1:QVE_D0746,EQUAD,0.2052,74.5968949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0746,QE,ES_quad_Y
FE_SCS1:QE_DFT_D0746,DRIFT,0.1298,74.7643949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_77
FE_SCS1:QHE_D0749,EQUAD,0.2052,74.9318949964,0.15,0.15,SCS1,QUAD_Q7,FE,D0749,QE,ES_quad_X
FE_SCS1:QE_DFT_D0749,DRIFT,0.146994,75.1079919964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow
FE_SCS1:GV_D0752,VALVE,0.080264,75.2216209964,0.15,0.15,SCS1,NONE,FE,D0752,GV,gate valve
FE_SCS1:GV_DFT_D0752,DRIFT,0.120142,75.3218239964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_81
FE_LEBT:DH_D0759,BEND,1.0,75.8818949964,0.15,0.12,LEBT,BEND_D5,FE,D0759,DH,"dipole-90deg, D5-2"
FE_LEBT:DH_DFT_D0759,DRIFT,0.2224,76.4930949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_83
FE_LEBT:QVE_D0767,EQUAD,0.2052,76.7068949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0767,QE,ES_quad_Y
FE_LEBT:QE_DFT_D0767,DRIFT,0.1298,76.8743949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_85
FE_LEBT:QHE_D0770,EQUAD,0.2052,77.0418949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0770,QE,ES_quad_X
FE_LEBT:QE_DFT_D0770,DRIFT,0.09965,77.1943199964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_87
FE_LEBT:DCHV_D0773,COR,0.1905,77.3393949964,0.15,0.15,LEBT,C4,FE,D0773,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0773,HCOR,0.0,77.3393949964,0.15,0.15,LEBT,C4,FE,D0773,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0773,VCOR,0.0,77.3393949964,0.15,0.15,LEBT,C4,FE,D0773,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0773,DRIFT,0.09965,77.4844699964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_90
FE_LEBT:QHE_D0776,EQUAD,0.2052,77.6368949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0776,QE,ES_quad_X
FE_LEBT:QE_DFT_D0776,DRIFT,0.1298,77.8043949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_92
FE_LEBT:QVE_D0780,EQUAD,0.2052,77.9718949964,0.15,0.15,LEBT,QUAD_Q7,FE,D0780,QE,ES_quad_Y
FE_LEBT:QE_DFT_D0780,DRIFT,0.188985,78.1689874964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_94
FE_LEBT:PM_D0783,PM,0.0,78.2634799964,0.15,0.15,LEBT,PM1,FE,D0783,PM,profile monitor (large fork)
FE_LEBT:TMP_D0783,PORT,0.0,78.2634799964,0.15,0.15,LEBT,TMP_M,FE,D0783,TMP,"pump, 700 l/s"
FE_LEBT:TMP_DFT_D0783,DRIFT,0.218515,78.3727374964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_97
FE_LEBT:SOLR_D0787,SOL,0.3998,78.6818949964,0.15,0.15,LEBT,SOL_S4,FE,D0787,SOLR,solenoid
FE_LEBT:SOLR_DFT_D0787,DRIFT,0.0255,78.8945449964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_99
FE_LEBT:DCHV_D0790,COR,0.1905,79.0025449964,0.15,0.15,LEBT,C4,FE,D0790,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0790,HCOR,0.0,79.0025449964,0.15,0.15,LEBT,C4,FE,D0790,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0790,VCOR,0.0,79.0025449964,0.15,0.15,LEBT,C4,FE,D0790,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0790,DRIFT,0.06041281,79.1280014014,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_101
FE_LEBT:CHP_D0792,CHP,0.1,79.2082078064,0.15,0.07,LEBT,None,FE,D0792,CHP,chopper
FE_LEBT:CHP_DFT_D0792,DRIFT,0.203492,79.3599538064,0.15,0.15,NONE,NONE,NONE,NONE,NONE,box+tube
FE_LEBT:NEGP_D0795,PORT,0.0,79.4616998064,0.15,0.15,LEBT,NEG-0,FE,D0795,NEGP,"getter pump, 3500 l/s"
FE_LEBT:NEGP_DFT_D0795,DRIFT,0.11717019,79.5202849014,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_106
FE_LEBT:AP_D0796,AP,0.0,79.5788699964,0.15,0.15,LEBT,None,FE,D0796,AP,apertures
FE_LEBT:AP_DFT_D0796,DRIFT,0.02537541,79.5915577014,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow+tube/box
FE_LEBT:FC_D0796,FC,0.0,79.6042454064,0.15,0.15,LEBT,FC1,FE,D0796,FC,Faraday cup
FE_LEBT:FC_DFT_D0796,DRIFT,0.35289959,79.7806952014,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_110
FE_LEBT:SOLR_D0802,SOL,0.3998,80.1570449964,0.15,0.15,LEBT,SOL_S4,FE,D0802,SOLR,solenoid
FE_LEBT:SOLR_DFT_D0802,DRIFT,0.0255,80.3696949964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_112
FE_LEBT:DCHV_D0805,COR,0.1905,80.4776949964,0.15,0.15,LEBT,C4,FE,D0805,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0805,HCOR,0.0,80.4776949964,0.15,0.15,LEBT,C4,FE,D0805,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0805,VCOR,0.0,80.4776949964,0.15,0.15,LEBT,C4,FE,D0805,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0805,DRIFT,0.16071253,80.6533012614,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_114
FE_LEBT:AP_D0807,AP,0.0,80.7336575264,0.15,0.15,LEBT,None,FE,D0807,AP,apertures
FE_LEBT:AP_DFT_D0807,DRIFT,0.042926,80.7551205264,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_116
FE_LEBT:PM_D0808,PM,0.0,80.7765835264,0.15,0.15,LEBT,PM1,FE,D0808,PM,profile monitor (large fork)
FE_LEBT:PM_DFT_D0808,DRIFT,0.39539857,80.9742828114,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_118
FE_LEBT:EMS_D0812,EMS,0.0,81.1719820964,0.15,0.15,LEBT,EM2,FE,D0812,EMS,Pepper Pot
FE_LEBT:VD_D0812,VD,0.0,81.1719820964,0.15,0.15,LEBT,V1,FE,D0812,VD,viewer
FE_LEBT:VD_DFT_D0812,DRIFT,0.20828,81.2761220964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_121
FE_LEBT:NEGP_D0814,PORT,0.0,81.3802620964,0.15,0.15,LEBT,NEG-0,FE,D0814,NEGP,"getter pump, 3500 l/s"
FE_LEBT:FC_D0814,FC,0.0,81.3802620964,0.15,0.15,LEBT,FC1,FE,D0814,FC,Faraday cup
FE_LEBT:FC_DFT_D0814,DRIFT,0.2170329,81.4887785464,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_124
FE_LEBT:SOLR_D0818,SOL,0.3998,81.7971949964,0.15,0.15,LEBT,SOL_S4,FE,D0818,SOLR,solenoid
FE_LEBT:SOLR_DFT_D0818,DRIFT,0.0255,82.0098449964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_126
FE_LEBT:DCHV_D0821,COR,0.1905,82.1178449964,0.15,0.15,LEBT,C4,FE,D0821,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0821,HCOR,0.0,82.1178449964,0.15,0.15,LEBT,C4,FE,D0821,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0821,VCOR,0.0,82.1178449964,0.15,0.15,LEBT,C4,FE,D0821,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0821,DRIFT,0.13973443,82.2829622114,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_128
FE_LEBT:DUMP_D0824,DUMP,0.0,82.3528294264,0.15,0.15,LEBT,dump,FE,D0824,DUMP,beam plug (low power)
FE_LEBT:DUMP_DFT_D0824,DRIFT,0.0387985,82.3722286764,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_130
FE_LEBT:PM1_D0824,PM,0.0,82.3916279264,0.15,0.15,LEBT,PM1,FE,D0824,PM1,profile monitor (large fork)
FE_LEBT:PM1_DFT_D0824,DRIFT,0.201795328,82.4925255904,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_132
FE_LEBT:GV_D0826,VALVE,0.080264,82.6335552544,0.15,0.15,LEBT,NONE,FE,D0826,GV,gate valve
FE_LEBT:GV_DFT_D0826,DRIFT,0.123508742,82.7354416254,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_134
FE_LEBT:DVE_D0833,EBEND,1.0,83.2971959964,0.15,0.1,LEBT,BEND_D7,FE,D0833,DVE,ES_bender 1
FE_LEBT:TMP_D0833,PORT,0.0,83.7971959964,0.15,0.1,LEBT,TMP_M,FE,D0833,TMP,"pump, 700 l/s"
FE_LEBT:TMP_DFT_D0833,DRIFT,0.11975,83.8570709964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_138
FE_LEBT:DCHV_D0840,COR,0.1905,84.0121959964,0.15,0.15,LEBT,C4,FE,D0840,DCHV,corrector magnet & bellow
FE_LEBT:DCH_D0840,HCOR,0.0,84.0121959964,0.15,0.15,LEBT,C4,FE,D0840,DCH,horiz. corrector magnet
FE_LEBT:DCV_D0840,VCOR,0.0,84.0121959964,0.15,0.15,LEBT,C4,FE,D0840,DCV,vert. corrector magnet
FE_LEBT:DCHV_DFT_D0840,DRIFT,0.23715,84.2260209964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_140
FE_LEBT:QHE_D0844,EQUAD,0.2052,84.4471959964,0.15,0.15,LEBT,QUAD_Q7,FE,D0844,QE,ES_quad_X
FE_LEBT:QE_DFT_D0844,DRIFT,0.1298,84.6146959964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_142
FE_LEBT:QVE_D0848,EQUAD,0.2052,84.7821959964,0.15,0.15,LEBT,QUAD_Q7,FE,D0848,QE,ES_quad_Y
FE_LEBT:QE_DFT_D0848,DRIFT,0.1298,84.9496959964,0.15,0.15,NONE,NONE,NONE,NONE,NONE,drift_144
FE_LEBT:QHE_D0851,EQUAD,0.2052,85.1171959964,0.15,0.15,LEBT,QUAD_Q7,FE,D0851,QE,ES_quad_X
FE_LEBT:QE_DFT_D0851,DRIFT,0.3404157326,85.3900038627,0.15,0.15,NONE,NONE,NONE,NONE,NONE,bellow ?
FE_LEBT:PM_D0856,PM,0.0,85.560211729,0.15,0.15,LEBT,PM1,FE,D0856,PM,profile monitor (large fork)
