s,name,pv_x,pv_y,pv_pha,pv_mag,pv_x_ref,pv_y_ref,pv_pha_ref,pv_mag_ref,pv_dx_ref,pv_dy_ref,pv_dpha_ref,pv_mag_ratio
161.368734,LS1_CB07:BPM_D1614,LS1_CB07:BPM_D1614:XPOS_RD,LS1_CB07:BPM_D1614:YPOS_RD,LS1_CB07:BPM_D1614:PHASE_RD,LS1_CB07:BPM_D1614:MAG_RD,LS1_CB07:BPM_D1614:XPOS_REF_RD,LS1_CB07:BPM_D1614:YPOS_REF_RD,LS1_CB07:BPM_D1614:PHASE_REF_RD,LS1_CB07:BPM_D1614:MAG_REF_RD,LS1_CB07:BPM_D1614:XPOS_DRDREF,LS1_CB07:BPM_D1614:YPOS_DRDREF,LS1_CB07:BPM_D1614:PHASE_DRDREF,LS1_CB07:BPM_D1614:MAG_RATIO
163.36646,LS1_CB07:BPM_D1634,LS1_CB07:BPM_D1634:XPOS_RD,LS1_CB07:BPM_D1634:YPOS_RD,LS1_CB07:BPM_D1634:PHASE_RD,LS1_CB07:BPM_D1634:MAG_RD,LS1_CB07:BPM_D1634:XPOS_REF_RD,LS1_CB07:BPM_D1634:YPOS_REF_RD,LS1_CB07:BPM_D1634:PHASE_REF_RD,LS1_CB07:BPM_D1634:MAG_REF_RD,LS1_CB07:BPM_D1634:XPOS_DRDREF,LS1_CB07:BPM_D1634:YPOS_DRDREF,LS1_CB07:BPM_D1634:PHASE_DRDREF,LS1_CB07:BPM_D1634:MAG_RATIO
165.364186,LS1_CB07:BPM_D1654,LS1_CB07:BPM_D1654:XPOS_RD,LS1_CB07:BPM_D1654:YPOS_RD,LS1_CB07:BPM_D1654:PHASE_RD,LS1_CB07:BPM_D1654:MAG_RD,LS1_CB07:BPM_D1654:XPOS_REF_RD,LS1_CB07:BPM_D1654:YPOS_REF_RD,LS1_CB07:BPM_D1654:PHASE_REF_RD,LS1_CB07:BPM_D1654:MAG_REF_RD,LS1_CB07:BPM_D1654:XPOS_DRDREF,LS1_CB07:BPM_D1654:YPOS_DRDREF,LS1_CB07:BPM_D1654:PHASE_DRDREF,LS1_CB07:BPM_D1654:MAG_RATIO
166.821754,LS1_WB07:BPM_D1668,LS1_WB07:BPM_D1668:XPOS_RD,LS1_WB07:BPM_D1668:YPOS_RD,LS1_WB07:BPM_D1668:PHASE_RD,LS1_WB07:BPM_D1668:MAG_RD,LS1_WB07:BPM_D1668:XPOS_REF_RD,LS1_WB07:BPM_D1668:YPOS_REF_RD,LS1_WB07:BPM_D1668:PHASE_REF_RD,LS1_WB07:BPM_D1668:MAG_REF_RD,LS1_WB07:BPM_D1668:XPOS_DRDREF,LS1_WB07:BPM_D1668:YPOS_DRDREF,LS1_WB07:BPM_D1668:PHASE_DRDREF,LS1_WB07:BPM_D1668:MAG_RATIO
167.741159,LS1_CB08:BPM_D1677,LS1_CB08:BPM_D1677:XPOS_RD,LS1_CB08:BPM_D1677:YPOS_RD,LS1_CB08:BPM_D1677:PHASE_RD,LS1_CB08:BPM_D1677:MAG_RD,LS1_CB08:BPM_D1677:XPOS_REF_RD,LS1_CB08:BPM_D1677:YPOS_REF_RD,LS1_CB08:BPM_D1677:PHASE_REF_RD,LS1_CB08:BPM_D1677:MAG_REF_RD,LS1_CB08:BPM_D1677:XPOS_DRDREF,LS1_CB08:BPM_D1677:YPOS_DRDREF,LS1_CB08:BPM_D1677:PHASE_DRDREF,LS1_CB08:BPM_D1677:MAG_RATIO
169.738885,LS1_CB08:BPM_D1697,LS1_CB08:BPM_D1697:XPOS_RD,LS1_CB08:BPM_D1697:YPOS_RD,LS1_CB08:BPM_D1697:PHASE_RD,LS1_CB08:BPM_D1697:MAG_RD,LS1_CB08:BPM_D1697:XPOS_REF_RD,LS1_CB08:BPM_D1697:YPOS_REF_RD,LS1_CB08:BPM_D1697:PHASE_REF_RD,LS1_CB08:BPM_D1697:MAG_REF_RD,LS1_CB08:BPM_D1697:XPOS_DRDREF,LS1_CB08:BPM_D1697:YPOS_DRDREF,LS1_CB08:BPM_D1697:PHASE_DRDREF,LS1_CB08:BPM_D1697:MAG_RATIO
171.736611,LS1_CB08:BPM_D1717,LS1_CB08:BPM_D1717:XPOS_RD,LS1_CB08:BPM_D1717:YPOS_RD,LS1_CB08:BPM_D1717:PHASE_RD,LS1_CB08:BPM_D1717:MAG_RD,LS1_CB08:BPM_D1717:XPOS_REF_RD,LS1_CB08:BPM_D1717:YPOS_REF_RD,LS1_CB08:BPM_D1717:PHASE_REF_RD,LS1_CB08:BPM_D1717:MAG_REF_RD,LS1_CB08:BPM_D1717:XPOS_DRDREF,LS1_CB08:BPM_D1717:YPOS_DRDREF,LS1_CB08:BPM_D1717:PHASE_DRDREF,LS1_CB08:BPM_D1717:MAG_RATIO
173.194179,LS1_WB08:BPM_D1732,LS1_WB08:BPM_D1732:XPOS_RD,LS1_WB08:BPM_D1732:YPOS_RD,LS1_WB08:BPM_D1732:PHASE_RD,LS1_WB08:BPM_D1732:MAG_RD,LS1_WB08:BPM_D1732:XPOS_REF_RD,LS1_WB08:BPM_D1732:YPOS_REF_RD,LS1_WB08:BPM_D1732:PHASE_REF_RD,LS1_WB08:BPM_D1732:MAG_REF_RD,LS1_WB08:BPM_D1732:XPOS_DRDREF,LS1_WB08:BPM_D1732:YPOS_DRDREF,LS1_WB08:BPM_D1732:PHASE_DRDREF,LS1_WB08:BPM_D1732:MAG_RATIO
174.113583,LS1_CB09:BPM_D1741,LS1_CB09:BPM_D1741:XPOS_RD,LS1_CB09:BPM_D1741:YPOS_RD,LS1_CB09:BPM_D1741:PHASE_RD,LS1_CB09:BPM_D1741:MAG_RD,LS1_CB09:BPM_D1741:XPOS_REF_RD,LS1_CB09:BPM_D1741:YPOS_REF_RD,LS1_CB09:BPM_D1741:PHASE_REF_RD,LS1_CB09:BPM_D1741:MAG_REF_RD,LS1_CB09:BPM_D1741:XPOS_DRDREF,LS1_CB09:BPM_D1741:YPOS_DRDREF,LS1_CB09:BPM_D1741:PHASE_DRDREF,LS1_CB09:BPM_D1741:MAG_RATIO
176.111309,LS1_CB09:BPM_D1761,LS1_CB09:BPM_D1761:XPOS_RD,LS1_CB09:BPM_D1761:YPOS_RD,LS1_CB09:BPM_D1761:PHASE_RD,LS1_CB09:BPM_D1761:MAG_RD,LS1_CB09:BPM_D1761:XPOS_REF_RD,LS1_CB09:BPM_D1761:YPOS_REF_RD,LS1_CB09:BPM_D1761:PHASE_REF_RD,LS1_CB09:BPM_D1761:MAG_REF_RD,LS1_CB09:BPM_D1761:XPOS_DRDREF,LS1_CB09:BPM_D1761:YPOS_DRDREF,LS1_CB09:BPM_D1761:PHASE_DRDREF,LS1_CB09:BPM_D1761:MAG_RATIO
178.109035,LS1_CB09:BPM_D1781,LS1_CB09:BPM_D1781:XPOS_RD,LS1_CB09:BPM_D1781:YPOS_RD,LS1_CB09:BPM_D1781:PHASE_RD,LS1_CB09:BPM_D1781:MAG_RD,LS1_CB09:BPM_D1781:XPOS_REF_RD,LS1_CB09:BPM_D1781:YPOS_REF_RD,LS1_CB09:BPM_D1781:PHASE_REF_RD,LS1_CB09:BPM_D1781:MAG_REF_RD,LS1_CB09:BPM_D1781:XPOS_DRDREF,LS1_CB09:BPM_D1781:YPOS_DRDREF,LS1_CB09:BPM_D1781:PHASE_DRDREF,LS1_CB09:BPM_D1781:MAG_RATIO
179.566603,LS1_WB09:BPM_D1796,LS1_WB09:BPM_D1796:XPOS_RD,LS1_WB09:BPM_D1796:YPOS_RD,LS1_WB09:BPM_D1796:PHASE_RD,LS1_WB09:BPM_D1796:MAG_RD,LS1_WB09:BPM_D1796:XPOS_REF_RD,LS1_WB09:BPM_D1796:YPOS_REF_RD,LS1_WB09:BPM_D1796:PHASE_REF_RD,LS1_WB09:BPM_D1796:MAG_REF_RD,LS1_WB09:BPM_D1796:XPOS_DRDREF,LS1_WB09:BPM_D1796:YPOS_DRDREF,LS1_WB09:BPM_D1796:PHASE_DRDREF,LS1_WB09:BPM_D1796:MAG_RATIO
180.486008,LS1_CB10:BPM_D1805,LS1_CB10:BPM_D1805:XPOS_RD,LS1_CB10:BPM_D1805:YPOS_RD,LS1_CB10:BPM_D1805:PHASE_RD,LS1_CB10:BPM_D1805:MAG_RD,LS1_CB10:BPM_D1805:XPOS_REF_RD,LS1_CB10:BPM_D1805:YPOS_REF_RD,LS1_CB10:BPM_D1805:PHASE_REF_RD,LS1_CB10:BPM_D1805:MAG_REF_RD,LS1_CB10:BPM_D1805:XPOS_DRDREF,LS1_CB10:BPM_D1805:YPOS_DRDREF,LS1_CB10:BPM_D1805:PHASE_DRDREF,LS1_CB10:BPM_D1805:MAG_RATIO
182.483734,LS1_CB10:BPM_D1825,LS1_CB10:BPM_D1825:XPOS_RD,LS1_CB10:BPM_D1825:YPOS_RD,LS1_CB10:BPM_D1825:PHASE_RD,LS1_CB10:BPM_D1825:MAG_RD,LS1_CB10:BPM_D1825:XPOS_REF_RD,LS1_CB10:BPM_D1825:YPOS_REF_RD,LS1_CB10:BPM_D1825:PHASE_REF_RD,LS1_CB10:BPM_D1825:MAG_REF_RD,LS1_CB10:BPM_D1825:XPOS_DRDREF,LS1_CB10:BPM_D1825:YPOS_DRDREF,LS1_CB10:BPM_D1825:PHASE_DRDREF,LS1_CB10:BPM_D1825:MAG_RATIO
184.48146,LS1_CB10:BPM_D1845,LS1_CB10:BPM_D1845:XPOS_RD,LS1_CB10:BPM_D1845:YPOS_RD,LS1_CB10:BPM_D1845:PHASE_RD,LS1_CB10:BPM_D1845:MAG_RD,LS1_CB10:BPM_D1845:XPOS_REF_RD,LS1_CB10:BPM_D1845:YPOS_REF_RD,LS1_CB10:BPM_D1845:PHASE_REF_RD,LS1_CB10:BPM_D1845:MAG_REF_RD,LS1_CB10:BPM_D1845:XPOS_DRDREF,LS1_CB10:BPM_D1845:YPOS_DRDREF,LS1_CB10:BPM_D1845:PHASE_DRDREF,LS1_CB10:BPM_D1845:MAG_RATIO
185.939028,LS1_WB10:BPM_D1859,LS1_WB10:BPM_D1859:XPOS_RD,LS1_WB10:BPM_D1859:YPOS_RD,LS1_WB10:BPM_D1859:PHASE_RD,LS1_WB10:BPM_D1859:MAG_RD,LS1_WB10:BPM_D1859:XPOS_REF_RD,LS1_WB10:BPM_D1859:YPOS_REF_RD,LS1_WB10:BPM_D1859:PHASE_REF_RD,LS1_WB10:BPM_D1859:MAG_REF_RD,LS1_WB10:BPM_D1859:XPOS_DRDREF,LS1_WB10:BPM_D1859:YPOS_DRDREF,LS1_WB10:BPM_D1859:PHASE_DRDREF,LS1_WB10:BPM_D1859:MAG_RATIO
186.858432,LS1_CB11:BPM_D1869,LS1_CB11:BPM_D1869:XPOS_RD,LS1_CB11:BPM_D1869:YPOS_RD,LS1_CB11:BPM_D1869:PHASE_RD,LS1_CB11:BPM_D1869:MAG_RD,LS1_CB11:BPM_D1869:XPOS_REF_RD,LS1_CB11:BPM_D1869:YPOS_REF_RD,LS1_CB11:BPM_D1869:PHASE_REF_RD,LS1_CB11:BPM_D1869:MAG_REF_RD,LS1_CB11:BPM_D1869:XPOS_DRDREF,LS1_CB11:BPM_D1869:YPOS_DRDREF,LS1_CB11:BPM_D1869:PHASE_DRDREF,LS1_CB11:BPM_D1869:MAG_RATIO
188.856158,LS1_CB11:BPM_D1889,LS1_CB11:BPM_D1889:XPOS_RD,LS1_CB11:BPM_D1889:YPOS_RD,LS1_CB11:BPM_D1889:PHASE_RD,LS1_CB11:BPM_D1889:MAG_RD,LS1_CB11:BPM_D1889:XPOS_REF_RD,LS1_CB11:BPM_D1889:YPOS_REF_RD,LS1_CB11:BPM_D1889:PHASE_REF_RD,LS1_CB11:BPM_D1889:MAG_REF_RD,LS1_CB11:BPM_D1889:XPOS_DRDREF,LS1_CB11:BPM_D1889:YPOS_DRDREF,LS1_CB11:BPM_D1889:PHASE_DRDREF,LS1_CB11:BPM_D1889:MAG_RATIO
190.853884,LS1_CB11:BPM_D1909,LS1_CB11:BPM_D1909:XPOS_RD,LS1_CB11:BPM_D1909:YPOS_RD,LS1_CB11:BPM_D1909:PHASE_RD,LS1_CB11:BPM_D1909:MAG_RD,LS1_CB11:BPM_D1909:XPOS_REF_RD,LS1_CB11:BPM_D1909:YPOS_REF_RD,LS1_CB11:BPM_D1909:PHASE_REF_RD,LS1_CB11:BPM_D1909:MAG_REF_RD,LS1_CB11:BPM_D1909:XPOS_DRDREF,LS1_CB11:BPM_D1909:YPOS_DRDREF,LS1_CB11:BPM_D1909:PHASE_DRDREF,LS1_CB11:BPM_D1909:MAG_RATIO
192.311452,LS1_WB11:BPM_D1923,LS1_WB11:BPM_D1923:XPOS_RD,LS1_WB11:BPM_D1923:YPOS_RD,LS1_WB11:BPM_D1923:PHASE_RD,LS1_WB11:BPM_D1923:MAG_RD,LS1_WB11:BPM_D1923:XPOS_REF_RD,LS1_WB11:BPM_D1923:YPOS_REF_RD,LS1_WB11:BPM_D1923:PHASE_REF_RD,LS1_WB11:BPM_D1923:MAG_REF_RD,LS1_WB11:BPM_D1923:XPOS_DRDREF,LS1_WB11:BPM_D1923:YPOS_DRDREF,LS1_WB11:BPM_D1923:PHASE_DRDREF,LS1_WB11:BPM_D1923:MAG_RATIO
196.678093,LS1_BTS:BPM_D1967,LS1_BTS:BPM_D1967:XPOS_RD,LS1_BTS:BPM_D1967:YPOS_RD,LS1_BTS:BPM_D1967:PHASE_RD,LS1_BTS:BPM_D1967:MAG_RD,LS1_BTS:BPM_D1967:XPOS_REF_RD,LS1_BTS:BPM_D1967:YPOS_REF_RD,LS1_BTS:BPM_D1967:PHASE_REF_RD,LS1_BTS:BPM_D1967:MAG_REF_RD,LS1_BTS:BPM_D1967:XPOS_DRDREF,LS1_BTS:BPM_D1967:YPOS_DRDREF,LS1_BTS:BPM_D1967:PHASE_DRDREF,LS1_BTS:BPM_D1967:MAG_RATIO
202.718066,LS1_BTS:BPM_D2027,LS1_BTS:BPM_D2027:XPOS_RD,LS1_BTS:BPM_D2027:YPOS_RD,LS1_BTS:BPM_D2027:PHASE_RD,LS1_BTS:BPM_D2027:MAG_RD,LS1_BTS:BPM_D2027:XPOS_REF_RD,LS1_BTS:BPM_D2027:YPOS_REF_RD,LS1_BTS:BPM_D2027:PHASE_REF_RD,LS1_BTS:BPM_D2027:MAG_REF_RD,LS1_BTS:BPM_D2027:XPOS_DRDREF,LS1_BTS:BPM_D2027:YPOS_DRDREF,LS1_BTS:BPM_D2027:PHASE_DRDREF,LS1_BTS:BPM_D2027:MAG_RATIO
205.437207,LS1_BTS:BPM_D2054,LS1_BTS:BPM_D2054:XPOS_RD,LS1_BTS:BPM_D2054:YPOS_RD,LS1_BTS:BPM_D2054:PHASE_RD,LS1_BTS:BPM_D2054:MAG_RD,LS1_BTS:BPM_D2054:XPOS_REF_RD,LS1_BTS:BPM_D2054:YPOS_REF_RD,LS1_BTS:BPM_D2054:PHASE_REF_RD,LS1_BTS:BPM_D2054:MAG_REF_RD,LS1_BTS:BPM_D2054:XPOS_DRDREF,LS1_BTS:BPM_D2054:YPOS_DRDREF,LS1_BTS:BPM_D2054:PHASE_DRDREF,LS1_BTS:BPM_D2054:MAG_RATIO
211.649727,LS1_BTS:BPM_D2116,LS1_BTS:BPM_D2116:XPOS_RD,LS1_BTS:BPM_D2116:YPOS_RD,LS1_BTS:BPM_D2116:PHASE_RD,LS1_BTS:BPM_D2116:MAG_RD,LS1_BTS:BPM_D2116:XPOS_REF_RD,LS1_BTS:BPM_D2116:YPOS_REF_RD,LS1_BTS:BPM_D2116:PHASE_REF_RD,LS1_BTS:BPM_D2116:MAG_REF_RD,LS1_BTS:BPM_D2116:XPOS_DRDREF,LS1_BTS:BPM_D2116:YPOS_DRDREF,LS1_BTS:BPM_D2116:PHASE_DRDREF,LS1_BTS:BPM_D2116:MAG_RATIO
212.972703,LS1_BTS:BPM_D2130,LS1_BTS:BPM_D2130:XPOS_RD,LS1_BTS:BPM_D2130:YPOS_RD,LS1_BTS:BPM_D2130:PHASE_RD,LS1_BTS:BPM_D2130:MAG_RD,LS1_BTS:BPM_D2130:XPOS_REF_RD,LS1_BTS:BPM_D2130:YPOS_REF_RD,LS1_BTS:BPM_D2130:PHASE_REF_RD,LS1_BTS:BPM_D2130:MAG_REF_RD,LS1_BTS:BPM_D2130:XPOS_DRDREF,LS1_BTS:BPM_D2130:YPOS_DRDREF,LS1_BTS:BPM_D2130:PHASE_DRDREF,LS1_BTS:BPM_D2130:MAG_RATIO
220.83626,FS1_CSS:BPM_D2212,FS1_CSS:BPM_D2212:XPOS_RD,FS1_CSS:BPM_D2212:YPOS_RD,FS1_CSS:BPM_D2212:PHASE_RD,FS1_CSS:BPM_D2212:MAG_RD,FS1_CSS:BPM_D2212:XPOS_REF_RD,FS1_CSS:BPM_D2212:YPOS_REF_RD,FS1_CSS:BPM_D2212:PHASE_REF_RD,FS1_CSS:BPM_D2212:MAG_REF_RD,FS1_CSS:BPM_D2212:XPOS_DRDREF,FS1_CSS:BPM_D2212:YPOS_DRDREF,FS1_CSS:BPM_D2212:PHASE_DRDREF,FS1_CSS:BPM_D2212:MAG_RATIO
222.326864,FS1_CSS:BPM_D2223,FS1_CSS:BPM_D2223:XPOS_RD,FS1_CSS:BPM_D2223:YPOS_RD,FS1_CSS:BPM_D2223:PHASE_RD,FS1_CSS:BPM_D2223:MAG_RD,FS1_CSS:BPM_D2223:XPOS_REF_RD,FS1_CSS:BPM_D2223:YPOS_REF_RD,FS1_CSS:BPM_D2223:PHASE_REF_RD,FS1_CSS:BPM_D2223:MAG_REF_RD,FS1_CSS:BPM_D2223:XPOS_DRDREF,FS1_CSS:BPM_D2223:YPOS_DRDREF,FS1_CSS:BPM_D2223:PHASE_DRDREF,FS1_CSS:BPM_D2223:MAG_RATIO
224.770492,FS1_CSS:BPM_D2248,FS1_CSS:BPM_D2248:XPOS_RD,FS1_CSS:BPM_D2248:YPOS_RD,FS1_CSS:BPM_D2248:PHASE_RD,FS1_CSS:BPM_D2248:MAG_RD,FS1_CSS:BPM_D2248:XPOS_REF_RD,FS1_CSS:BPM_D2248:YPOS_REF_RD,FS1_CSS:BPM_D2248:PHASE_REF_RD,FS1_CSS:BPM_D2248:MAG_REF_RD,FS1_CSS:BPM_D2248:XPOS_DRDREF,FS1_CSS:BPM_D2248:YPOS_DRDREF,FS1_CSS:BPM_D2248:PHASE_DRDREF,FS1_CSS:BPM_D2248:MAG_RATIO
227.811204,FS1_CSS:BPM_D2278,FS1_CSS:BPM_D2278:XPOS_RD,FS1_CSS:BPM_D2278:YPOS_RD,FS1_CSS:BPM_D2278:PHASE_RD,FS1_CSS:BPM_D2278:MAG_RD,FS1_CSS:BPM_D2278:XPOS_REF_RD,FS1_CSS:BPM_D2278:YPOS_REF_RD,FS1_CSS:BPM_D2278:PHASE_REF_RD,FS1_CSS:BPM_D2278:MAG_REF_RD,FS1_CSS:BPM_D2278:XPOS_DRDREF,FS1_CSS:BPM_D2278:YPOS_DRDREF,FS1_CSS:BPM_D2278:PHASE_DRDREF,FS1_CSS:BPM_D2278:MAG_RATIO
231.30764,FS1_CSS:BPM_D2313,FS1_CSS:BPM_D2313:XPOS_RD,FS1_CSS:BPM_D2313:YPOS_RD,FS1_CSS:BPM_D2313:PHASE_RD,FS1_CSS:BPM_D2313:MAG_RD,FS1_CSS:BPM_D2313:XPOS_REF_RD,FS1_CSS:BPM_D2313:YPOS_REF_RD,FS1_CSS:BPM_D2313:PHASE_REF_RD,FS1_CSS:BPM_D2313:MAG_REF_RD,FS1_CSS:BPM_D2313:XPOS_DRDREF,FS1_CSS:BPM_D2313:YPOS_DRDREF,FS1_CSS:BPM_D2313:PHASE_DRDREF,FS1_CSS:BPM_D2313:MAG_RATIO
236.537151,FS1_CSS:BPM_D2369,FS1_CSS:BPM_D2369:XPOS_RD,FS1_CSS:BPM_D2369:YPOS_RD,FS1_CSS:BPM_D2369:PHASE_RD,FS1_CSS:BPM_D2369:MAG_RD,FS1_CSS:BPM_D2369:XPOS_REF_RD,FS1_CSS:BPM_D2369:YPOS_REF_RD,FS1_CSS:BPM_D2369:PHASE_REF_RD,FS1_CSS:BPM_D2369:MAG_REF_RD,FS1_CSS:BPM_D2369:XPOS_DRDREF,FS1_CSS:BPM_D2369:YPOS_DRDREF,FS1_CSS:BPM_D2369:PHASE_DRDREF,FS1_CSS:BPM_D2369:MAG_RATIO
238.331291,FS1_CSS:BPM_D2383,FS1_CSS:BPM_D2383:XPOS_RD,FS1_CSS:BPM_D2383:YPOS_RD,FS1_CSS:BPM_D2383:PHASE_RD,FS1_CSS:BPM_D2383:MAG_RD,FS1_CSS:BPM_D2383:XPOS_REF_RD,FS1_CSS:BPM_D2383:YPOS_REF_RD,FS1_CSS:BPM_D2383:PHASE_REF_RD,FS1_CSS:BPM_D2383:MAG_REF_RD,FS1_CSS:BPM_D2383:XPOS_DRDREF,FS1_CSS:BPM_D2383:YPOS_DRDREF,FS1_CSS:BPM_D2383:PHASE_DRDREF,FS1_CSS:BPM_D2383:MAG_RATIO
241.936733,FS1_BBS:BPM_D2421,FS1_BBS:BPM_D2421:XPOS_RD,FS1_BBS:BPM_D2421:YPOS_RD,FS1_BBS:BPM_D2421:PHASE_RD,FS1_BBS:BPM_D2421:MAG_RD,FS1_BBS:BPM_D2421:XPOS_REF_RD,FS1_BBS:BPM_D2421:YPOS_REF_RD,FS1_BBS:BPM_D2421:PHASE_REF_RD,FS1_BBS:BPM_D2421:MAG_REF_RD,FS1_BBS:BPM_D2421:XPOS_DRDREF,FS1_BBS:BPM_D2421:YPOS_DRDREF,FS1_BBS:BPM_D2421:PHASE_DRDREF,FS1_BBS:BPM_D2421:MAG_RATIO
242.44998,FS1_BTS:BPM_D2424,FS1_BTS:BPM_D2424:XPOS_RD,FS1_BTS:BPM_D2424:YPOS_RD,FS1_BTS:BPM_D2424:PHASE_RD,FS1_BTS:BPM_D2424:MAG_RD,FS1_BTS:BPM_D2424:XPOS_REF_RD,FS1_BTS:BPM_D2424:YPOS_REF_RD,FS1_BTS:BPM_D2424:PHASE_REF_RD,FS1_BTS:BPM_D2424:MAG_REF_RD,FS1_BTS:BPM_D2424:XPOS_DRDREF,FS1_BTS:BPM_D2424:YPOS_DRDREF,FS1_BTS:BPM_D2424:PHASE_DRDREF,FS1_BTS:BPM_D2424:MAG_RATIO
244.861452,FS1_SEE:BPM_D2449,FS1_SEE:BPM_D2449:XPOS_RD,FS1_SEE:BPM_D2449:YPOS_RD,FS1_SEE:BPM_D2449:PHASE_RD,FS1_SEE:BPM_D2449:MAG_RD,FS1_SEE:BPM_D2449:XPOS_REF_RD,FS1_SEE:BPM_D2449:YPOS_REF_RD,FS1_SEE:BPM_D2449:PHASE_REF_RD,FS1_SEE:BPM_D2449:MAG_REF_RD,FS1_SEE:BPM_D2449:XPOS_DRDREF,FS1_SEE:BPM_D2449:YPOS_DRDREF,FS1_SEE:BPM_D2449:PHASE_DRDREF,FS1_SEE:BPM_D2449:MAG_RATIO
246.41798400000002,FS1_BBS:BPM_D2466,FS1_BBS:BPM_D2466:XPOS_RD,FS1_BBS:BPM_D2466:YPOS_RD,FS1_BBS:BPM_D2466:PHASE_RD,FS1_BBS:BPM_D2466:MAG_RD,FS1_BBS:BPM_D2466:XPOS_REF_RD,FS1_BBS:BPM_D2466:YPOS_REF_RD,FS1_BBS:BPM_D2466:PHASE_REF_RD,FS1_BBS:BPM_D2466:MAG_REF_RD,FS1_BBS:BPM_D2466:XPOS_DRDREF,FS1_BBS:BPM_D2466:YPOS_DRDREF,FS1_BBS:BPM_D2466:PHASE_DRDREF,FS1_BBS:BPM_D2466:MAG_RATIO
246.723374,FS1_BTS:BPM_D2467,FS1_BTS:BPM_D2467:XPOS_RD,FS1_BTS:BPM_D2467:YPOS_RD,FS1_BTS:BPM_D2467:PHASE_RD,FS1_BTS:BPM_D2467:MAG_RD,FS1_BTS:BPM_D2467:XPOS_REF_RD,FS1_BTS:BPM_D2467:YPOS_REF_RD,FS1_BTS:BPM_D2467:PHASE_REF_RD,FS1_BTS:BPM_D2467:MAG_REF_RD,FS1_BTS:BPM_D2467:XPOS_DRDREF,FS1_BTS:BPM_D2467:YPOS_DRDREF,FS1_BTS:BPM_D2467:PHASE_DRDREF,FS1_BTS:BPM_D2467:MAG_RATIO
